shared_interests_o,field,shared_interests_partner,d_funny_o_[0-5],funny_partner,d_attractive_o_[0-5],interests_correlate,d_like_[0-5],d_shared_interests_o_[0-5],d_shared_interests_partner_[0-5],d_attractive_partner_[0-5],d_funny_partner_[0-5],d_guess_prob_liked_[0-4],attractive_o,guess_prob_liked,expected_num_matches,pref_o_shared_interests,funny_o,d_guess_prob_liked_[7-10],attractive_partner,like,pref_o_intelligence,pref_o_attractive,d_funny_o_[9-10],match
7.0,215,6.0,0,8.0,0,0.06,0,0,0,0,0,0,7.0,7.0,3.0,0.0,6.0,1,7.0,8.0,20.0,20.0,0,1
7.0,215,8.0,0,7.0,0,0.47,0,0,0,0,0,0,9.0,7.0,3.0,5.0,9.0,1,8.0,8.0,20.0,25.0,1,1
6.0,215,4.0,0,6.0,0,-0.07,0,1,1,1,0,0,7.0,5.0,3.0,20.0,7.0,0,5.0,6.0,30.0,15.0,0,0
7.0,215,5.0,0,6.0,0,-0.06,0,0,1,0,0,0,8.0,5.0,3.0,10.0,8.0,0,7.0,7.0,25.0,20.0,0,0
4.0,215,6.0,0,5.0,1,-0.04,0,1,0,0,1,0,5.0,5.0,3.0,16.0,6.0,0,7.0,6.0,15.0,22.0,0,0
9.0,215,6.0,0,8.0,0,0.44,0,0,0,0,0,0,7.0,6.0,3.0,10.0,8.0,0,6.0,6.0,20.0,20.0,0,1
6.0,215,6.0,0,6.400597907324364,0,0.41,1,1,1,1,1,1,8.0,5.0,3.0,30.0,6.0,0,6.189995107632094,6.0,20.0,10.0,0,0
5.0,215,7.0,0,7.0,0,0.55,0,1,0,0,0,0,8.0,6.0,3.0,10.0,7.0,0,7.0,6.0,35.0,35.0,0,0
9.0,215,8.0,0,6.0,0,0.43,0,0,0,0,0,0,8.0,6.0,3.0,10.0,8.0,0,6.0,7.0,15.0,15.0,0,0
7.0,215,3.0,0,6.0,0,0.36,0,0,1,1,0,0,7.0,5.0,3.0,10.0,7.0,0,4.0,6.0,25.0,8.0,0,0
6.0,215,4.0,0,7.0,1,0.35,0,0,1,0,0,0,4.0,5.0,3.0,17.0,7.0,0,6.0,6.0,16.0,18.0,0,0
9.0,215,5.0,0,6.0,0,0.44,0,0,1,0,0,0,8.0,6.0,3.0,20.0,8.0,0,7.0,6.0,20.0,20.0,0,0
4.0,215,8.0,0,7.0,0,0.01,0,1,0,0,0,0,7.0,6.0,3.0,16.0,7.0,0,7.0,7.0,18.0,15.0,0,0
8.0,30,5.0,0,9.0,0,-0.25,0,0,1,0,0,0,9.0,6.0,2.0,20.0,7.0,0,7.0,6.0,20.0,15.0,0,0
6.0,30,5.0,0,5.0,1,-0.26,0,0,1,0,1,0,4.0,5.0,2.0,10.0,6.0,0,6.0,7.0,20.0,20.0,0,0
8.0,30,2.0,0,8.0,0,-0.28,1,0,1,1,0,0,6.0,5.0,2.0,10.0,8.0,0,4.0,2.0,20.0,20.0,0,0
6.0,30,3.0,0,2.0,0,-0.19,0,0,1,0,1,0,6.0,5.0,2.0,5.0,7.0,0,7.0,6.0,25.0,25.0,0,0
6.0,30,4.0,1,5.0,1,-0.2,1,1,1,0,1,1,3.0,4.0,2.0,10.0,6.400598653030681,0,6.0,5.0,10.0,25.0,0,0
10.0,30,10.0,0,4.0,0,-0.5,1,0,0,1,1,0,10.0,5.0,2.0,0.0,10.0,0,5.0,5.0,20.0,20.0,1,0
7.0,30,5.0,0,7.0,0,-0.35,0,0,1,0,0,0,10.0,8.0,2.0,5.0,10.0,1,9.0,8.0,20.0,25.0,1,1
6.0,30,2.0,0,3.0,0,-0.62,1,1,1,1,1,0,8.0,5.0,2.0,20.0,7.0,0,5.0,4.0,30.0,15.0,0,0
7.0,30,4.0,0,8.0,0,-0.58,1,0,1,0,0,0,7.0,5.0,2.0,10.0,7.0,0,7.0,4.0,25.0,20.0,0,0
6.0,30,1.0,0,4.0,0,0.21,1,0,1,1,1,1,6.0,1.0,2.0,16.0,7.0,0,5.0,1.0,15.0,22.0,0,0
9.0,30,5.0,0,4.0,0,0.12,0,0,1,0,1,0,7.0,8.0,2.0,10.0,10.0,1,7.0,8.0,20.0,20.0,1,1
6.0,30,1.0,0,5.0,0,-0.03,1,1,1,1,1,0,8.0,10.0,2.0,30.0,6.0,1,2.0,1.0,20.0,10.0,0,0
6.0,30,8.0,0,4.0,0,0.08,0,0,0,0,1,1,7.0,3.0,2.0,10.0,8.0,0,7.0,7.0,35.0,35.0,0,1
7.0,30,5.0,0,6.0,0,-0.26,0,0,1,1,0,0,9.0,5.0,2.0,10.0,8.0,0,5.0,6.0,15.0,15.0,0,0
5.0,30,2.0,0,2.0,0,-0.5,1,1,1,1,1,0,7.0,6.0,2.0,10.0,7.0,0,5.0,4.0,25.0,8.0,0,0
7.0,30,2.0,0,3.0,0,-0.22,1,0,1,1,1,0,7.0,5.0,2.0,17.0,6.0,0,5.0,1.0,16.0,18.0,0,0
6.0,30,2.0,0,3.0,0,-0.41,1,1,1,1,1,1,8.0,1.0,2.0,20.0,8.0,0,4.0,4.0,20.0,20.0,0,0
5.0,30,1.0,0,2.0,0,-0.41,1,1,1,1,1,1,8.0,4.0,2.0,16.0,8.0,0,3.0,2.0,18.0,15.0,0,0
8.0,85,7.0,0,8.0,0,0.24,0,0,0,0,0,0,8.0,7.0,2.0,20.0,8.0,1,7.0,6.0,20.0,15.0,0,0
7.0,85,5.0,0,5.0,0,0.51,1,0,1,0,1,1,7.0,4.0,2.0,10.0,6.0,0,7.0,4.0,20.0,20.0,0,0
6.0,85,5.0,0,2.0,1,0.41,1,0,1,0,1,1,4.0,4.0,2.0,10.0,7.0,0,6.0,2.0,20.0,20.0,0,0
6.0,85,5.0,0,7.0,0,0.37,0,0,1,0,0,0,6.0,7.0,2.0,5.0,7.0,1,7.0,6.0,25.0,25.0,0,0
6.0,85,5.0,0,6.0,1,0.29,0,1,1,0,0,0,3.0,5.0,2.0,10.0,8.0,0,7.0,6.0,10.0,25.0,0,0
7.0,85,5.0,0,10.0,0,0.26,0,0,1,0,0,0,10.0,7.0,2.0,0.0,10.0,1,8.0,6.0,20.0,20.0,1,0
9.0,85,5.0,0,6.0,0,0.44,0,0,1,0,0,0,8.0,8.0,2.0,5.0,9.0,1,8.0,6.0,20.0,25.0,1,0
6.0,85,10.0,0,7.0,0,0.21,0,1,0,1,0,0,8.0,7.0,2.0,20.0,8.0,1,5.0,7.0,30.0,15.0,0,0
8.0,85,5.0,0,10.0,0,0.26,0,0,1,0,0,0,8.0,6.0,2.0,10.0,8.0,0,10.0,7.0,25.0,20.0,0,1
6.0,85,1.0,0,6.0,0,0.35,0,0,1,0,0,1,6.0,4.0,2.0,16.0,8.0,0,8.0,6.0,15.0,22.0,0,0
6.0,85,5.0,0,8.0,0,0.59,0,1,1,0,0,0,6.0,7.0,2.0,10.0,8.0,1,10.0,10.0,20.0,20.0,0,0
6.0,85,5.0,0,9.0,0,0.39,1,1,1,1,0,0,8.0,8.0,2.0,30.0,8.0,1,4.0,4.0,20.0,10.0,0,0
6.0,85,5.0,0,6.0,0,0.11,1,0,1,0,0,0,7.0,6.0,2.0,10.0,6.0,0,6.0,5.0,35.0,35.0,0,0
6.0,85,5.0,0,10.0,0,0.46,1,0,1,1,0,0,6.0,8.0,2.0,10.0,8.0,1,5.0,5.0,15.0,15.0,0,0
7.0,85,5.0,0,7.0,0,0.36,1,0,1,1,0,0,8.0,8.0,2.0,10.0,8.0,1,5.0,5.0,25.0,8.0,0,0
6.0,85,5.0,0,7.0,0,0.4,0,0,1,0,0,0,9.5,7.0,2.0,17.0,8.0,1,6.0,6.0,16.0,18.0,0,0
8.0,85,5.0,0,8.0,0,0.46,1,0,1,0,0,1,7.0,4.0,2.0,20.0,7.0,0,8.0,5.0,20.0,20.0,0,0
5.0,85,5.0,0,7.0,0,0.27,1,1,1,1,0,0,7.0,7.0,2.0,16.0,9.0,1,4.0,4.0,18.0,15.0,1,0
5.0,220,8.0,0,8.0,1,-0.03,1,1,0,0,0,0,5.0,6.0,3.0,20.0,7.0,0,7.0,5.0,20.0,15.0,0,0
5.0,220,7.0,0,8.0,1,0.23,0,1,0,0,0,0,5.0,6.0,3.0,10.0,7.0,0,8.0,6.0,20.0,20.0,0,0
5.0,220,6.0,0,7.0,1,-0.05,1,1,0,0,0,0,5.0,5.0,3.0,10.0,7.0,0,7.0,5.0,20.0,20.0,0,0
8.0,220,7.0,0,8.0,1,0.19,1,0,0,0,0,0,5.0,5.0,3.0,5.0,8.0,0,6.0,5.0,25.0,25.0,0,0
6.0,220,8.0,1,8.0,0,0.33,0,1,0,0,0,0,7.0,7.0,3.0,10.0,6.400598653030681,1,8.0,7.0,10.0,25.0,0,1
7.0,220,8.0,0,7.0,0,0.14,0,0,0,0,0,0,8.0,8.0,3.0,0.0,10.0,1,8.0,8.0,20.0,20.0,1,1
6.0,220,6.0,0,7.0,0,-0.4,0,1,0,0,0,0,6.0,6.0,3.0,5.0,7.0,0,7.0,6.0,20.0,25.0,0,0
6.0,220,7.0,0,9.0,0,-0.15,0,1,0,0,0,0,9.0,7.0,3.0,20.0,8.0,1,8.0,7.0,30.0,15.0,0,1
7.0,220,8.0,0,9.0,0,-0.09,0,0,0,0,0,0,7.0,8.0,3.0,10.0,8.0,1,9.0,7.0,25.0,20.0,0,1
5.0,220,8.0,0,8.0,1,0.08,0,1,0,0,0,0,5.0,7.0,3.0,16.0,7.0,1,7.0,7.0,15.0,22.0,0,0
6.0,220,7.0,1,9.0,1,0.04,0,1,0,0,0,1,5.0,4.0,3.0,10.0,5.0,0,8.0,7.0,20.0,20.0,0,0
6.0,220,9.0,0,7.0,0,-0.19,0,1,0,0,0,0,6.0,7.0,3.0,30.0,6.0,1,7.0,8.0,20.0,10.0,0,0
5.0,220,10.0,1,9.0,1,-0.24,0,1,0,0,0,0,5.0,8.0,3.0,10.0,5.0,1,8.0,6.0,35.0,35.0,0,0
1.0,220,8.0,1,8.0,1,-0.27,0,1,0,0,0,0,1.0,8.0,3.0,10.0,1.0,1,8.0,8.0,15.0,15.0,0,0
6.0,220,6.0,0,8.0,0,0.0,1,0,0,1,0,0,7.0,7.0,3.0,10.0,7.0,1,5.0,5.0,25.0,8.0,0,0
8.0,220,6.0,0,6.0,1,-0.34,0,0,0,0,0,0,5.0,6.0,3.0,17.0,8.0,0,7.0,6.0,16.0,18.0,0,0
6.0,220,5.0,0,9.0,0,-0.31,1,1,1,0,0,0,6.0,5.0,3.0,20.0,7.0,0,7.0,5.0,20.0,20.0,0,0
5.0,220,7.0,0,7.0,0,-0.05,1,1,0,0,0,0,6.0,7.0,3.0,16.0,6.0,1,6.0,5.0,18.0,15.0,0,0
6.0,220,7.0,0,6.0,0,0.2,0,0,0,0,0,0,6.0,5.0,0.0,20.0,7.0,0,7.0,7.0,20.0,15.0,0,0
4.0,220,6.0,0,5.0,0,0.62,0,1,0,1,1,0,8.0,5.0,0.0,10.0,7.0,0,5.0,6.0,20.0,20.0,0,0
7.0,220,6.0,0,6.0,0,0.08,0,0,0,0,0,1,7.0,3.0,0.0,10.0,6.0,0,6.0,6.0,20.0,20.0,0,0
7.0,220,5.0,0,5.0,0,0.35,0,0,1,0,1,1,6.0,4.0,0.0,5.0,7.0,0,7.0,6.0,25.0,25.0,0,0
6.0,220,7.0,0,6.0,0,0.36,0,1,0,0,0,0,9.0,7.0,0.0,10.0,8.0,1,7.0,7.0,10.0,25.0,0,0
7.0,220,7.0,0,8.0,0,0.08,0,0,0,0,0,0,7.0,7.0,0.0,0.0,8.0,1,8.0,8.0,20.0,20.0,0,0
6.0,220,6.0,0,7.0,0,-0.14,0,1,0,0,0,0,7.0,7.0,0.0,5.0,8.0,1,8.0,8.0,20.0,25.0,0,0
6.0,220,7.0,0,7.0,0,0.26,0,1,0,0,0,0,8.0,7.0,0.0,20.0,7.0,1,6.0,7.0,30.0,15.0,0,0
7.0,220,7.0,0,7.0,0,0.3,0,0,0,0,0,0,7.0,7.0,0.0,10.0,8.0,1,9.0,8.0,25.0,20.0,0,0
5.0,220,6.0,0,6.0,0,0.54,0,1,0,0,0,0,6.0,5.0,0.0,16.0,6.0,0,7.0,7.0,15.0,22.0,0,0
6.0,220,7.0,0,7.0,0,0.36,0,1,0,0,0,0,7.0,7.0,0.0,10.0,6.0,1,9.0,8.0,20.0,20.0,0,1
6.0,220,6.0,0,5.0,0,0.17,1,1,0,1,1,0,6.0,6.0,0.0,30.0,8.0,0,5.0,5.0,20.0,10.0,0,0
5.0,220,6.0,1,7.0,1,-0.4,0,1,0,0,0,0,5.0,5.0,0.0,10.0,5.0,0,7.0,6.0,35.0,35.0,0,0
8.0,220,6.0,0,6.0,0,0.17,0,0,0,0,0,0,6.0,6.0,0.0,10.0,8.0,0,7.0,7.0,15.0,15.0,0,0
6.0,220,5.0,0,6.0,0,-0.01,0,0,1,0,0,0,8.0,7.0,0.0,10.0,7.0,1,6.0,7.0,25.0,8.0,0,0
7.0,220,6.0,0,6.0,0,0.18,0,0,0,0,0,0,7.0,5.0,0.0,17.0,6.0,0,6.0,6.0,16.0,18.0,0,0
8.0,220,6.0,0,6.0,0,0.07,0,0,0,0,0,0,7.0,5.0,0.0,20.0,8.0,0,6.0,6.0,20.0,20.0,0,0
5.0,220,5.0,0,6.0,0,0.14,0,1,1,0,0,0,7.0,5.0,0.0,16.0,6.0,0,6.0,6.0,18.0,15.0,0,0
5.0,220,7.0,0,4.0,0,-0.21,0,1,0,0,1,1,6.0,5.0,2.0,20.0,6.0,0,10.0,8.0,20.0,15.0,0,0
5.0,220,5.0,1,9.0,1,-0.15,0,1,1,0,0,1,5.0,0.0,2.0,10.0,4.0,0,10.0,8.0,20.0,20.0,0,0
5.0,220,6.0,0,9.0,0,-0.32,0,1,0,0,0,1,7.0,4.0,2.0,10.0,6.0,0,10.0,8.0,20.0,20.0,0,1
7.0,220,4.0,0,8.0,0,-0.03,0,0,1,0,0,1,7.0,2.0,2.0,5.0,7.0,0,10.0,8.0,25.0,25.0,0,1
6.0,220,5.0,1,9.0,1,0.14,0,1,1,0,0,0,6.190411462160177,5.0,2.0,10.0,6.400598653030681,0,10.0,9.0,10.0,25.0,0,0
7.0,220,8.0,0,10.0,0,-0.32,0,0,0,0,0,1,9.0,5.0,2.0,0.0,7.0,0,10.0,8.0,20.0,20.0,0,1
6.0,220,5.0,0,10.0,0,-0.49,0,1,1,0,0,0,7.0,5.0,2.0,5.0,7.0,0,10.0,8.0,20.0,25.0,0,1
6.0,220,5.0,0,10.0,0,-0.57,0,1,1,0,0,0,7.0,5.0,2.0,20.0,6.0,0,10.0,8.0,30.0,15.0,0,0
8.0,220,5.0,0,5.0,0,-0.28,0,0,1,0,1,0,7.0,5.0,2.0,10.0,9.0,0,10.0,8.0,25.0,20.0,1,1
6.0,220,8.0,0,10.0,0,0.45,0,0,0,0,0,0,6.0,5.0,2.0,16.0,6.0,0,10.0,9.0,15.0,22.0,0,0
2.0,220,5.0,0,10.0,0,-0.01,0,1,1,0,0,0,8.0,5.0,2.0,10.0,6.0,0,10.0,9.0,20.0,20.0,0,0
6.0,220,0.0,0,4.0,0,-0.03,1,1,1,0,1,1,6.0,0.0,2.0,30.0,6.0,0,6.0,5.0,20.0,10.0,0,1
4.0,220,5.0,0,6.0,0,0.07,0,1,1,0,0,1,6.0,2.0,2.0,10.0,6.0,0,8.0,6.0,35.0,35.0,0,0
1.0,220,5.0,1,9.0,0,-0.34,0,1,1,0,0,0,6.0,5.0,2.0,10.0,3.0,0,10.0,9.0,15.0,15.0,0,0
6.0,220,6.0,0,7.0,0,-0.51,0,0,0,0,0,1,7.0,4.0,2.0,10.0,6.0,0,10.0,9.0,25.0,8.0,0,1
2.0,220,1.0,1,5.0,1,-0.26,0,1,1,0,1,1,4.0,2.0,2.0,17.0,5.0,0,7.0,7.0,16.0,18.0,0,0
6.0,220,6.0,0,7.0,0,-0.61,0,0,0,0,0,1,7.0,1.0,2.0,20.0,7.0,0,7.0,7.0,20.0,20.0,0,0
5.0,220,4.0,0,6.0,1,-0.56,0,1,1,0,0,1,5.0,1.0,2.0,16.0,6.0,0,8.0,6.0,18.0,15.0,0,1
6.0,135,5.0,0,5.0,0,0.53,1,0,1,1,1,0,6.0,5.0,2.0,20.0,6.0,0,5.0,5.0,20.0,15.0,0,0
1.0,135,5.0,1,5.0,1,0.16,1,1,1,1,1,0,1.0,5.0,2.0,10.0,1.0,0,5.0,5.0,20.0,20.0,0,0
1.0,135,5.0,1,5.0,1,0.51,1,1,1,1,1,0,1.0,5.0,2.0,10.0,1.0,0,5.0,5.0,20.0,20.0,0,0
4.0,135,5.0,0,5.0,1,0.39,1,1,1,1,1,0,4.0,5.0,2.0,5.0,10.0,0,5.0,5.0,25.0,25.0,1,0
6.0,135,5.0,1,5.0,1,0.17,1,1,1,1,1,0,6.190411462160177,5.0,2.0,10.0,6.400598653030681,0,5.0,5.0,10.0,25.0,0,0
0.0,135,5.0,1,5.0,1,0.49,1,1,1,1,1,0,0.0,5.0,2.0,0.0,0.0,0,5.0,5.0,20.0,20.0,0,0
1.0,135,5.0,1,5.0,1,0.62,1,1,1,1,1,0,5.0,5.0,2.0,5.0,4.0,0,5.0,5.0,20.0,25.0,0,0
6.0,135,5.0,1,5.0,0,0.55,1,1,1,1,1,0,6.0,5.0,2.0,20.0,5.0,0,5.0,5.0,30.0,15.0,0,0
5.0,135,5.0,0,5.0,0,0.48,1,1,1,1,1,0,7.0,5.0,2.0,10.0,6.0,0,5.0,5.0,25.0,20.0,0,0
1.0,135,5.0,1,5.0,1,0.27,1,1,1,1,1,0,3.0,5.0,2.0,16.0,4.0,0,5.0,5.0,15.0,22.0,0,0
6.0,135,5.0,1,5.0,1,0.3,1,1,1,1,1,0,5.0,5.0,2.0,10.0,2.0,0,5.0,5.0,20.0,20.0,0,0
6.0,135,5.0,0,5.0,1,0.64,1,1,1,1,1,0,4.0,5.0,2.0,30.0,6.0,0,5.0,5.0,20.0,10.0,0,1
5.0,135,5.0,0,5.0,0,0.37,1,1,1,1,1,0,6.0,5.0,2.0,10.0,6.0,0,5.0,5.0,35.0,35.0,0,0
1.0,135,5.0,1,5.0,1,0.62,1,1,1,1,1,0,1.0,5.0,2.0,10.0,1.0,0,5.0,5.0,15.0,15.0,0,0
6.0,135,5.0,1,5.0,1,0.68,1,1,1,1,1,0,6.190411462160177,5.0,2.0,10.0,6.400598653030681,0,5.0,5.0,25.0,8.0,0,0
1.0,135,5.0,1,5.0,0,0.53,1,1,1,1,1,0,6.0,5.0,2.0,17.0,4.0,0,5.0,5.0,16.0,18.0,0,0
6.0,135,5.0,1,5.0,1,0.7,1,1,1,1,1,0,5.0,5.0,2.0,20.0,5.0,0,5.0,5.0,20.0,20.0,0,0
1.0,135,5.0,1,5.0,1,0.64,1,1,1,1,1,0,3.0,5.0,2.0,16.0,1.0,0,5.0,5.0,18.0,15.0,0,0
8.0,178,4.0,0,8.0,0,0.47,1,0,1,0,0,0,9.0,5.0,2.0,5.0,8.0,0,6.0,5.0,20.0,30.0,0,1
7.0,178,5.0,0,8.0,0,0.34,1,0,1,0,0,0,6.0,5.0,2.0,5.0,7.0,0,7.0,5.0,30.0,30.0,0,1
8.0,178,6.0,0,7.0,0,-0.13,1,0,0,0,0,0,9.0,5.0,2.0,16.0,8.0,0,6.0,5.0,17.0,17.0,0,1
6.0,178,2.0,0,4.0,1,0.42,1,0,1,1,1,0,5.0,5.0,2.0,15.0,8.0,0,3.0,3.0,20.0,16.0,0,0
8.0,178,4.0,0,7.0,0,0.55,1,0,1,1,0,0,8.0,5.0,2.0,5.0,8.0,0,5.0,4.0,35.0,25.0,0,1
5.0,178,4.0,0,5.0,1,0.51,1,1,1,1,1,0,5.0,5.0,2.0,20.0,6.0,0,5.0,4.0,20.0,20.0,0,0
6.0,178,6.0,0,7.0,0,0.41,1,1,0,1,0,0,8.0,5.0,2.0,0.0,7.0,0,5.0,5.0,10.0,60.0,0,1
6.0,178,5.0,0,8.0,0,0.52,1,0,1,0,0,0,8.0,5.0,2.0,0.0,9.0,0,7.0,5.0,15.0,55.0,1,1
9.0,178,6.0,0,6.0,0,0.71,0,0,0,0,0,0,8.0,7.0,3.0,5.0,8.0,1,6.0,7.0,20.0,30.0,0,1
4.0,178,5.0,0,4.0,0,0.58,0,1,1,0,1,0,6.0,6.0,3.0,5.0,6.0,0,6.0,6.0,30.0,30.0,0,0
8.0,178,7.0,0,7.0,0,-0.55,0,0,0,1,0,0,6.0,6.0,3.0,16.0,7.0,0,4.0,7.0,17.0,17.0,0,0
5.0,178,3.0,1,3.0,1,0.15,1,1,1,1,1,0,5.0,5.0,3.0,15.0,5.0,0,3.0,5.0,20.0,16.0,0,0
7.0,178,2.0,1,3.0,1,0.42,1,0,1,1,1,1,3.0,3.0,3.0,5.0,4.0,0,3.0,2.0,35.0,25.0,0,0
4.0,178,4.0,1,4.0,1,0.67,1,1,1,1,1,0,4.0,5.0,3.0,20.0,5.0,0,4.0,5.0,20.0,20.0,0,0
6.0,178,7.0,0,5.0,1,0.35,0,1,0,0,1,0,5.0,8.0,3.0,0.0,6.0,1,7.0,8.0,10.0,60.0,0,0
4.0,178,3.0,0,5.0,1,0.33,0,1,1,0,1,0,5.0,5.0,3.0,0.0,7.0,0,8.0,6.0,15.0,55.0,0,0
7.0,126,6.0,0,7.0,0,0.44,0,0,0,0,0,0,8.0,5.0,0.0,5.0,8.0,0,7.0,7.0,20.0,30.0,0,0
7.0,126,6.0,0,6.0,0,0.23,0,0,0,0,0,0,7.0,5.0,0.0,5.0,7.0,0,6.0,6.0,30.0,30.0,0,0
7.0,126,5.0,0,5.0,0,-0.15,0,0,1,0,1,0,7.0,7.0,0.0,16.0,8.0,1,7.0,6.0,17.0,17.0,0,0
7.0,126,6.0,0,5.0,0,-0.09,0,0,0,1,1,0,8.0,6.0,0.0,15.0,8.0,0,5.0,7.0,20.0,16.0,0,0
3.0,126,4.0,1,7.0,1,0.27,1,1,1,1,0,1,4.0,4.0,0.0,5.0,5.0,0,4.0,5.0,35.0,25.0,0,0
6.0,126,4.0,0,4.0,0,0.12,1,0,1,1,1,0,6.0,5.0,0.0,20.0,7.0,0,4.0,5.0,20.0,20.0,0,0
6.0,126,6.0,0,7.0,0,0.58,0,1,0,0,0,0,7.0,6.0,0.0,0.0,6.0,0,6.0,8.0,10.0,60.0,0,0
6.0,126,6.0,0,7.0,0,0.53,0,0,0,0,0,0,7.0,5.0,0.0,0.0,9.0,0,8.0,7.0,15.0,55.0,1,0
7.0,191,8.0,0,6.0,0,0.4,0,0,0,1,0,0,8.0,8.0,3.0,5.0,7.0,1,4.0,6.0,20.0,30.0,0,1
6.0,191,3.0,0,5.0,0,0.33,1,0,1,0,1,1,7.0,2.0,3.0,5.0,6.0,0,6.0,6.0,30.0,30.0,0,0
5.0,191,2.0,0,3.0,0,-0.3,1,1,1,1,1,0,6.0,8.0,3.0,16.0,6.0,1,2.0,4.0,17.0,17.0,0,0
6.0,191,5.0,0,2.0,0,0.29,1,0,1,1,1,0,7.0,8.0,3.0,15.0,6.0,1,3.5,4.0,20.0,16.0,0,0
8.0,191,2.0,0,1.0,0,0.58,1,0,1,1,1,1,6.0,1.0,3.0,5.0,6.0,0,1.0,3.0,35.0,25.0,0,0
9.0,191,5.0,0,5.0,0,0.2,0,0,1,0,1,0,6.0,8.0,3.0,20.0,8.0,1,8.0,6.0,20.0,20.0,0,0
6.0,191,7.0,1,6.0,1,0.42,0,0,0,1,0,0,4.0,8.0,3.0,0.0,5.0,1,5.0,8.0,10.0,60.0,0,0
6.0,191,3.0,1,3.0,1,0.48,1,1,1,1,1,0,6.190411462160177,8.0,3.0,0.0,6.400598653030681,1,4.0,4.0,15.0,55.0,0,0
9.0,191,10.0,0,9.0,0,0.72,0,0,0,0,0,0,9.0,8.0,2.0,5.0,9.0,1,10.0,9.0,20.0,30.0,1,1
7.0,191,2.0,0,6.0,0,0.51,1,0,1,1,0,0,7.0,6.0,2.0,5.0,7.0,0,5.0,3.0,30.0,30.0,0,0
7.0,191,7.0,0,8.0,0,-0.09,0,0,0,0,0,0,7.0,7.0,2.0,16.0,8.0,1,8.0,8.0,17.0,17.0,0,1
5.0,191,5.0,0,6.0,0,0.15,0,1,1,1,0,0,7.0,7.0,2.0,15.0,6.0,1,4.0,6.0,20.0,16.0,0,0
5.0,191,8.0,0,9.0,0,0.34,0,1,0,0,0,0,9.0,6.0,2.0,5.0,9.0,0,6.0,7.0,35.0,25.0,1,0
7.0,191,7.0,0,6.0,0,0.37,1,0,0,0,0,1,6.0,3.0,2.0,20.0,7.0,0,7.0,4.0,20.0,20.0,0,0
7.0,191,5.0,0,8.0,0,0.63,1,0,1,0,0,1,8.0,4.0,2.0,0.0,7.0,0,6.0,5.0,10.0,60.0,0,0
6.0,191,3.0,0,5.0,0,0.57,0,0,1,0,1,0,7.0,8.0,2.0,0.0,9.0,1,7.0,6.0,15.0,55.0,1,0
7.0,191,1.0,0,8.0,0,0.13,0,0,1,0,0,0,9.0,6.0,2.0,5.0,7.0,0,6.0,7.0,20.0,30.0,0,0
6.0,191,6.0,0,6.0,0,-0.19,0,0,1,0,0,0,7.0,6.0,2.0,5.0,7.0,0,7.0,8.0,30.0,30.0,0,1
6.0,191,6.0,0,6.0,0,0.19,1,0,1,1,0,0,8.0,5.0,2.0,16.0,7.0,0,4.0,5.0,17.0,17.0,0,0
6.0,191,6.0,0,5.0,0,-0.23,1,0,1,1,1,0,8.0,5.0,2.0,15.0,7.0,0,2.0,5.0,20.0,16.0,0,0
1.0,191,1.0,1,2.0,1,0.21,1,1,1,1,1,1,4.0,2.0,2.0,5.0,2.0,0,2.0,2.0,35.0,25.0,0,0
4.0,191,4.0,1,5.0,1,-0.28,1,1,1,0,1,0,5.0,5.0,2.0,20.0,5.0,0,6.0,5.0,20.0,20.0,0,0
8.0,191,9.0,0,8.0,0,0.48,0,0,0,0,0,0,8.0,8.0,2.0,0.0,7.0,1,7.0,8.0,10.0,60.0,0,1
5.0,191,6.0,0,7.0,0,0.1,0,1,1,0,0,0,6.0,6.0,2.0,0.0,7.0,0,7.0,7.0,15.0,55.0,0,0
4.0,88,8.0,0,8.0,0,0.47,0,1,0,0,0,0,6.0,9.0,4.0,10.0,8.0,1,9.0,9.0,30.0,15.0,0,1
6.0,88,9.0,0,8.0,0,0.71,0,0,0,0,0,0,6.0,9.0,4.0,20.0,6.0,1,8.0,9.0,20.0,20.0,0,1
6.0,88,7.0,0,8.0,0,0.44,0,0,0,0,0,0,7.0,8.0,4.0,15.0,7.0,1,8.0,8.0,20.0,15.0,0,0
8.0,88,7.0,0,7.0,1,0.4,0,0,0,0,0,0,4.0,8.0,4.0,30.0,6.0,1,8.0,7.0,20.0,5.0,0,1
10.0,88,9.0,0,9.0,0,0.72,0,0,0,0,0,0,10.0,8.0,4.0,15.0,9.0,1,9.0,9.0,40.0,10.0,1,1
1.0,88,7.0,0,7.0,0,0.13,0,1,0,0,0,0,6.0,7.0,4.0,10.0,8.0,1,9.0,7.0,30.0,20.0,0,0
5.0,30,7.0,0,7.0,0,0.34,0,1,0,0,0,0,7.0,7.0,3.0,10.0,8.0,1,6.0,7.0,30.0,15.0,0,1
5.0,30,4.0,1,6.0,0,0.58,0,1,1,0,0,0,6.0,5.0,3.0,20.0,4.0,0,6.0,7.0,20.0,20.0,0,0
6.0,30,7.0,0,7.0,0,0.23,0,0,0,0,0,0,6.0,7.0,3.0,15.0,6.0,1,7.0,8.0,20.0,15.0,0,0
3.0,30,6.0,1,6.0,0,0.33,0,1,0,0,0,1,6.0,4.0,3.0,30.0,5.0,0,7.0,6.0,20.0,5.0,0,0
