d_funny_partner_[0-5],funny_partner,expected_num_matches,d_attractive_o_[0-5],pref_o_attractive,attractive_o,d_guess_prob_liked_[0-4],shared_interests_partner,field,guess_prob_liked,d_guess_prob_liked_[7-10],pref_o_shared_interests,like,d_funny_o_[9-10],attractive_partner,funny_o,d_shared_interests_partner_[0-5],interests_correlate,d_attractive_partner_[0-5],pref_o_intelligence,shared_interests_o,d_like_[0-5],d_shared_interests_o_[0-5],d_funny_o_[0-5],match
0,8.0,4.0,0,20.0,7.0,0,7.0,126,6.0,0,10.0,8.0,0,10.0,7.0,0,-0.14,0,20.0,4.0,0,1,0,1
1,5.0,4.0,0,10.0,6.0,1,4.0,22,2.0,0,20.0,6.0,0,3.0,5.0,1,0.27,1,25.0,6.0,0,1,1,0
0,10.0,3.0,1,10.0,4.0,0,9.0,195,9.0,1,10.0,9.0,0,10.0,6.0,0,0.64,0,25.0,3.0,0,1,0,0
0,6.0,0.0,1,35.0,4.0,1,3.0,61,2.0,0,5.0,6.0,0,6.0,5.0,1,-0.48,0,20.0,5.0,0,1,1,0
0,6.0,0.0,0,15.0,7.0,0,5.0,220,5.0,0,16.0,6.0,0,6.0,6.0,1,0.14,0,18.0,5.0,0,1,0,0
0,6.0,2.0,0,20.0,6.0,0,6.0,154,7.0,1,5.0,6.0,0,7.0,6.0,0,0.25,0,25.0,6.0,0,0,0,0
1,5.0,2.0,1,25.0,3.0,1,6.0,99,1.0,0,10.0,8.0,0,6.0,6.0,1,0.47,0,15.0,7.0,0,0,0,0
0,8.0,1.0,0,25.0,6.0,1,5.0,34,2.0,0,5.0,8.0,0,7.0,7.0,1,0.14,0,15.0,7.0,0,0,0,1
1,5.0,0.0,0,15.0,7.0,0,4.0,235,7.0,1,5.0,3.0,1,2.0,10.0,1,-0.12,1,20.0,8.0,1,0,0,0
0,7.0,2.0,1,40.0,3.0,0,6.0,135,7.0,1,5.0,8.0,0,7.0,7.0,0,-0.25,0,15.0,3.0,0,1,0,0
0,7.0,4.0,0,15.0,9.0,0,4.0,226,6.0,0,15.0,7.0,0,6.0,8.0,1,0.05,0,15.0,6.0,0,0,0,1
0,6.0,5.0,0,22.495346845216552,6.0,0,8.0,134,6.0,0,11.845930415807977,8.0,0,8.0,8.0,0,0.21,0,20.27075883701291,5.0,0,1,0,0
0,8.0,2.0,1,10.0,4.0,0,7.0,42,5.0,0,20.0,9.0,0,8.0,6.0,0,0.44,0,20.0,6.0,0,1,0,0
0,9.0,1.0,1,20.0,5.0,0,9.0,136,7.0,1,20.0,9.0,0,9.0,8.0,0,0.6,0,20.0,7.0,0,0,0,0
1,5.0,2.0,0,30.0,8.0,0,3.0,206,5.0,0,10.0,5.0,0,5.0,6.0,1,0.21,1,30.0,8.0,1,0,0,0
1,5.0,2.0,0,25.0,7.0,0,6.0,79,5.0,0,10.0,6.0,0,8.0,7.0,0,-0.06,0,20.0,7.0,0,0,0,1
0,6.0,5.0,0,25.0,7.0,1,0.0,0,2.0,0,10.0,7.0,0,5.0,7.0,1,0.21,1,20.0,8.0,0,0,0,0
0,7.0,5.0,0,20.0,6.0,0,10.0,61,7.0,1,5.0,7.0,0,8.0,8.0,0,0.45,0,30.0,5.0,0,1,0,0
0,6.0,0.0,0,11.11,7.0,1,3.0,220,4.0,0,17.78,4.0,0,3.0,7.0,1,0.25,1,17.78,7.0,1,0,0,0
0,6.0,3.0,0,14.29,7.0,0,5.0,178,6.0,0,14.29,7.0,0,8.0,7.0,1,0.32,0,18.37,6.0,0,0,0,1
1,5.0,3.0,1,15.38,5.0,1,3.0,30,4.0,0,19.23,4.0,0,3.0,4.0,1,-0.12,1,17.31,4.0,1,1,1,0
1,5.0,3.0,1,30.0,4.0,1,6.0,68,3.0,0,10.0,4.0,0,3.0,8.0,0,-0.05,1,20.0,6.0,1,0,0,0
0,7.0,0.0,1,20.0,5.0,0,7.0,168,6.0,0,15.0,5.0,0,5.0,4.0,0,-0.28,1,20.0,4.0,1,1,1,0
0,6.0,3.0,0,9.76,7.0,1,3.0,17,3.0,0,17.07,5.0,0,7.0,7.0,1,0.2,0,19.51,6.0,1,0,0,0
1,4.0,2.0,0,16.0,6.0,1,6.0,99,1.0,0,11.0,5.0,0,6.0,6.0,1,0.2,0,19.0,5.0,1,1,0,0
1,0.0,7.0,1,35.0,4.0,0,0.0,152,7.0,1,0.0,4.0,0,5.0,1.0,1,-0.36,1,5.0,1.0,1,1,1,0
1,6.400597907324364,3.0,1,15.0,6.190411462160177,1,6.0,1,5.0,0,20.0,6.0,0,6.189995107632094,6.400598653030681,1,-0.27,1,20.0,6.0,1,1,1,0
0,6.0,3.0,1,20.93,5.0,0,7.0,109,7.0,1,11.63,4.0,0,4.0,6.0,0,0.39,1,23.26,9.0,1,0,0,1
1,5.0,2.0,0,20.0,7.0,0,5.0,220,5.0,0,10.0,8.0,1,10.0,9.0,1,-0.28,0,25.0,8.0,0,0,0,1
0,6.0,4.0,0,9.0,6.0,0,6.0,226,7.0,1,22.0,7.0,0,7.0,6.0,0,0.19,0,23.0,3.0,0,1,0,0
1,3.0,6.0,0,15.0,9.0,1,3.0,109,4.0,0,10.0,4.0,0,5.0,4.0,1,-0.01,1,45.0,2.0,1,1,1,0
0,6.0,3.0,0,20.0,8.0,0,4.0,99,8.0,1,14.0,7.0,0,4.0,8.0,1,0.65,1,18.0,8.0,0,0,0,0
1,5.0,3.0,1,50.0,5.0,0,3.0,140,5.0,0,0.0,7.0,0,8.0,8.0,1,0.13,0,10.0,5.0,0,1,0,0
1,3.0,0.0,0,15.0,6.0,1,3.0,213,3.0,0,20.0,3.0,0,5.0,4.0,1,-0.04,1,20.0,6.0,1,0,1,0
0,9.0,0.0,0,25.0,8.0,1,4.0,73,2.0,0,5.0,6.0,0,6.0,6.0,1,-0.42,0,25.0,7.0,0,0,0,0
0,8.0,4.0,1,19.0,5.0,0,6.0,212,6.0,0,22.0,8.0,0,7.0,8.0,0,0.26,0,18.0,5.0,0,1,0,0
0,7.0,1.0,0,16.0,6.0,1,6.0,90,3.0,0,17.0,8.0,0,7.0,6.0,1,0.72,0,16.0,6.0,0,0,0,0
0,6.0,3.0,0,30.0,8.0,0,5.0,144,6.0,0,5.0,5.0,0,8.0,8.0,1,-0.4,0,15.0,7.0,1,0,0,1
0,9.0,2.0,0,20.0,8.0,0,8.0,126,5.0,0,10.0,4.0,0,6.0,5.0,0,0.11,0,20.0,7.0,1,0,1,0
0,9.0,8.0,1,20.0,4.0,0,5.0,37,7.0,1,10.0,7.0,0,6.0,6.0,1,-0.01,0,20.0,6.0,0,0,0,0
1,5.0,4.0,0,24.0,9.0,0,1.0,230,6.0,0,10.0,4.0,0,4.0,5.0,1,0.52,1,28.0,3.0,1,1,1,0
1,6.400597907324364,3.0,1,50.0,6.190411462160177,1,6.0,21,5.0,0,5.0,6.0,0,6.189995107632094,6.400598653030681,1,0.06,1,10.0,6.0,1,1,1,0
0,7.0,2.0,0,10.0,7.0,0,9.0,30,7.0,1,20.0,7.0,1,5.0,9.0,0,0.17,1,20.0,9.0,0,0,0,0
1,5.0,3.0,1,19.0,4.0,1,5.0,195,2.0,0,15.0,6.0,0,6.0,4.0,1,0.43,0,19.0,5.0,0,1,1,0
0,8.0,1.0,0,15.0,8.0,0,6.0,30,5.0,0,20.0,6.0,0,6.0,7.0,0,-0.43,0,15.0,8.0,0,0,0,0
0,6.0,1.0,1,20.0,3.0,1,3.0,72,4.0,0,15.0,8.0,0,6.0,6.0,1,-0.33,0,10.0,3.0,0,1,0,0
0,7.0,3.0,1,14.58,2.0,0,5.0,135,5.0,0,12.5,7.0,0,5.0,7.0,1,0.5,1,20.83,5.0,0,1,0,0
1,6.400597907324364,2.0,1,30.0,6.190411462160177,1,6.0,166,5.0,0,10.0,6.0,0,6.189995107632094,6.400598653030681,1,0.41,1,30.0,6.0,1,1,1,0
0,8.0,6.0,1,10.0,3.0,1,6.0,126,4.0,0,20.0,5.0,0,4.0,5.0,0,-0.05,1,20.0,6.0,1,0,1,0
0,6.0,10.0,0,30.0,6.0,0,6.0,161,8.0,1,10.0,8.0,0,8.0,7.0,1,0.74,0,15.0,3.0,0,1,0,0
0,6.0,0.0,0,20.0,6.0,0,4.0,168,6.0,0,5.0,5.0,0,3.0,6.0,1,0.24,1,25.0,6.0,1,0,0,0
0,8.0,3.0,0,17.24,8.0,0,4.0,128,9.0,1,17.24,2.0,0,4.0,7.0,1,-0.36,1,17.24,5.0,1,1,0,0
1,5.0,3.0,0,25.0,7.0,0,6.0,82,6.0,0,0.0,6.0,1,5.0,10.0,0,0.36,1,20.0,6.0,0,0,0,0
1,2.0,10.0,0,40.0,7.0,0,2.0,191,5.0,0,5.0,2.0,0,4.0,4.0,1,0.36,1,0.0,0.0,1,1,1,0
0,6.0,3.0,0,35.0,7.0,1,6.0,146,3.0,0,5.0,6.0,0,6.0,8.0,1,0.3,0,20.0,5.0,0,1,0,0
1,4.0,3.0,0,55.0,7.0,0,6.0,15,5.0,0,1.0,4.0,0,8.0,7.0,1,0.46,0,1.0,6.0,1,0,0,0
1,5.0,1.0,0,50.0,7.0,0,5.0,199,5.0,0,5.0,5.0,0,7.0,5.0,1,0.31,0,10.0,5.0,1,1,1,0
0,10.0,3.0,0,45.0,6.0,1,8.0,126,1.0,0,5.0,10.0,1,10.0,9.0,0,0.32,0,25.0,8.0,0,0,0,0
1,3.0,5.0,0,20.0,7.0,0,2.0,129,5.0,0,5.0,5.0,0,4.0,7.0,1,-0.17,1,25.0,7.0,1,0,0,0
1,6.400597907324364,5.0,1,25.0,6.190411462160177,1,6.0,137,5.0,0,15.0,6.0,0,6.189995107632094,6.400598653030681,1,0.12,1,20.0,6.0,1,1,1,0
0,7.0,1.0,1,25.0,5.0,1,6.0,165,4.0,0,15.0,6.0,0,6.0,5.0,1,0.4,0,20.0,1.0,0,1,1,0
0,6.0,1.5,0,45.0,6.0,1,6.0,50,3.0,0,5.0,5.0,0,5.0,7.0,0,-0.16,1,10.0,8.0,1,0,0,0
1,6.400597907324364,2.0,1,5.0,6.190411462160177,1,6.0,219,5.0,0,25.0,6.0,0,6.189995107632094,6.400598653030681,1,-0.47,1,20.0,6.0,1,1,1,0
1,4.0,3.0,1,30.0,6.190411462160177,0,3.0,135,6.0,0,5.0,5.0,0,4.0,6.400598653030681,1,0.22,1,10.0,6.0,1,1,1,0
0,8.0,2.0,0,18.0,8.0,0,7.0,139,5.0,0,10.0,8.0,0,8.0,4.0,0,-0.16,0,18.0,5.0,0,1,1,0
0,7.0,3.0,0,14.29,8.0,0,6.0,30,6.0,0,9.52,6.0,0,8.0,8.0,0,0.04,0,21.43,8.0,0,0,0,1
1,5.0,4.0,1,2.0,5.0,0,5.0,207,5.0,0,10.0,5.0,0,6.0,8.0,1,0.42,0,15.0,6.0,1,1,0,0
1,2.0,0.0,0,15.0,8.0,1,5.0,135,3.0,0,15.0,4.0,0,6.0,8.0,1,-0.03,0,25.0,4.0,1,1,0,0
1,5.0,2.0,1,15.0,5.0,0,5.0,177,6.0,0,10.0,5.0,0,4.0,4.0,1,0.12,1,35.0,2.0,1,1,1,0
0,6.0,1.0,0,30.0,7.0,0,4.0,126,6.0,0,10.0,6.0,0,6.0,1.0,1,0.3,0,30.0,2.0,0,1,1,0
0,7.0,3.0,0,19.57,6.0,0,6.0,45,6.0,0,10.87,7.0,0,8.0,6.0,1,0.55,0,19.57,7.0,0,0,0,0
0,8.0,5.0,0,30.0,9.0,0,9.0,0,6.0,0,5.0,9.0,0,9.0,8.0,0,0.21,0,20.0,8.0,0,0,0,1
0,6.0,1.0,1,15.0,5.0,0,7.0,220,6.0,0,20.0,7.0,0,9.0,7.0,0,-0.03,0,20.0,7.0,0,0,0,0
0,8.0,4.0,0,20.0,8.0,0,7.0,257,7.0,1,0.0,8.0,1,8.0,9.0,0,0.65,0,20.0,7.0,0,0,0,1
0,8.0,3.0,0,11.54,8.0,0,7.0,85,6.0,0,17.31,8.0,1,8.0,9.0,0,-0.15,0,19.23,9.0,0,0,0,1
1,4.0,6.0,0,10.0,10.0,0,4.0,109,5.0,0,10.0,5.0,0,10.0,6.0,1,0.48,0,20.0,5.0,1,1,0,0
0,8.0,3.0,1,10.0,3.0,0,7.0,30,6.0,0,15.0,6.0,0,6.0,1.0,0,0.19,0,20.0,1.0,0,1,1,0
0,8.0,5.0,1,22.495346845216552,4.0,0,5.0,104,6.0,0,11.845930415807977,8.0,0,8.0,5.0,1,0.21,0,20.27075883701291,7.0,0,0,1,0
0,8.0,2.0,0,15.0,9.0,0,6.0,132,5.0,0,10.0,7.0,0,7.0,8.0,0,0.3,0,25.0,8.0,0,0,0,1
0,6.0,5.0,1,20.0,5.0,0,2.0,84,5.0,0,10.0,6.0,0,5.0,7.0,1,0.04,1,18.0,6.0,0,1,0,0
0,7.0,4.0,1,20.0,4.0,0,1.0,106,5.0,0,0.0,7.0,0,7.0,3.0,1,0.71,0,20.0,1.0,0,1,1,0
0,7.0,0.0,0,20.0,8.0,1,8.0,10,2.0,0,5.0,5.0,0,5.0,8.0,0,0.29,1,25.0,8.0,1,0,0,0
1,5.0,2.0,1,30.0,4.0,1,6.0,236,4.0,0,10.0,6.0,0,6.0,5.0,0,-0.22,0,15.0,6.0,0,0,1,0
0,7.0,3.0,0,15.56,6.0,0,7.0,109,6.0,0,15.56,5.0,0,4.0,5.0,0,0.43,1,22.22,5.0,1,1,1,1
0,8.0,3.0,0,12.0,8.0,0,7.0,30,5.0,0,12.0,8.0,0,7.0,7.0,0,0.58,0,20.0,5.0,0,1,0,0
1,3.0,2.0,1,10.0,4.0,1,1.0,133,1.0,0,10.0,2.0,0,5.0,7.0,1,-0.37,1,40.0,6.0,1,0,0,0
0,6.0,4.0,1,20.0,3.0,0,5.0,76,6.0,0,15.0,6.0,0,5.0,8.0,1,-0.24,1,16.0,3.0,0,1,0,0
0,6.0,3.0,1,15.38,4.0,1,4.0,109,3.0,0,15.38,6.0,0,6.0,4.0,1,-0.18,0,17.31,6.0,0,1,1,0
0,9.0,1.0,0,15.0,6.0,0,9.0,71,9.0,1,12.0,9.0,0,10.0,5.0,0,0.12,0,19.0,2.0,0,1,1,0
0,9.0,0.0,0,28.0,10.0,1,6.0,135,1.0,0,8.0,4.0,1,6.0,10.0,0,0.11,0,17.0,9.0,1,0,0,0
1,1.0,0.5,0,40.0,8.0,0,5.0,67,8.0,1,10.0,6.0,0,4.0,7.0,1,-0.1,1,0.0,5.0,0,1,0,0
0,9.0,3.0,0,14.29,6.0,0,9.0,135,6.0,0,14.29,7.0,0,9.0,7.0,0,0.11,0,18.37,7.0,0,0,0,0
1,5.0,3.0,0,35.0,6.0,0,6.0,198,5.0,0,10.0,3.0,0,5.0,7.0,0,0.21,1,20.0,5.0,1,1,0,0
1,3.0,0.0,1,70.0,4.0,1,2.0,191,2.0,0,0.0,2.0,0,6.0,4.0,1,0.71,0,15.0,6.0,1,1,1,0
0,6.0,3.0,1,40.0,1.0,1,7.0,180,4.0,0,20.0,6.0,0,8.0,1.0,0,0.33,0,20.0,1.0,0,1,1,0
0,9.0,4.0,0,15.0,8.0,1,8.0,19,1.0,0,10.0,4.0,0,7.0,8.0,0,-0.01,0,20.0,5.0,1,1,0,0
1,4.0,5.0,0,10.0,8.0,0,4.0,135,6.0,0,20.0,5.0,1,4.0,9.0,1,0.19,1,20.0,6.0,1,1,0,0
1,6.400597907324364,7.0,0,30.0,7.0,1,6.0,126,5.0,0,5.0,6.0,0,6.189995107632094,7.0,1,0.48,1,10.0,7.0,1,0,0,0
0,10.0,8.0,1,15.0,1.0,0,9.0,2,5.0,0,15.0,9.0,0,9.0,1.0,0,-0.08,0,20.0,0.0,0,1,1,0
0,6.0,2.0,0,15.0,7.0,1,7.0,26,4.0,0,10.0,8.0,0,7.0,7.0,0,0.45,0,20.0,6.0,0,0,0,0
0,6.0,1.0,0,19.05,9.0,0,6.0,177,6.0,0,14.29,6.0,0,6.0,7.0,0,0.51,0,19.05,6.0,0,0,0,0
0,7.0,2.0,0,25.0,6.0,0,5.0,85,7.0,1,5.0,6.0,0,7.0,7.0,1,0.37,0,25.0,6.0,0,0,0,0
0,8.0,2.0,1,25.0,5.0,0,6.0,93,5.0,0,0.0,8.0,0,7.0,4.0,0,0.63,0,25.0,6.0,0,1,1,0
0,6.0,3.0,0,25.0,6.0,1,2.0,205,1.0,0,5.0,3.0,0,6.0,6.0,1,-0.41,0,15.0,7.0,1,0,0,0
0,6.0,4.0,1,20.0,3.0,0,8.0,19,8.0,1,10.0,7.0,0,7.0,4.0,0,0.39,0,20.0,4.0,0,1,1,0
0,6.0,3.0,0,5.0,7.0,0,4.0,135,5.0,0,25.0,6.0,0,5.0,8.0,1,-0.1,1,20.0,6.0,0,1,0,0
0,7.0,3.0,1,10.0,5.0,1,8.0,236,3.0,0,15.0,6.0,0,8.0,8.0,0,0.09,0,20.0,8.0,0,0,0,0
0,6.0,0.0,1,20.0,5.0,1,5.0,20,3.0,0,5.0,6.0,0,7.0,7.0,1,0.35,0,25.0,2.0,0,1,0,0
0,8.0,5.0,0,20.0,6.0,0,4.0,41,5.0,0,20.0,5.0,0,7.0,7.0,1,0.38,0,10.0,6.0,1,0,0,1
0,7.0,0.0,0,20.0,7.0,0,7.0,220,7.0,1,10.0,8.0,0,9.0,8.0,0,0.3,0,25.0,7.0,0,0,0,0
1,6.400597907324364,3.0,1,40.0,6.190411462160177,1,6.0,30,5.0,0,5.0,6.0,0,6.189995107632094,6.400598653030681,1,0.42,1,30.0,6.0,1,1,1,0
1,5.0,1.0,0,16.98,7.0,0,7.0,78,5.0,0,15.09,5.0,0,4.0,8.0,0,0.13,1,16.98,7.0,1,0,0,0
1,4.0,4.0,1,20.0,5.0,1,6.0,126,1.0,0,10.0,1.0,0,1.0,3.0,1,0.21,1,5.0,2.0,1,1,1,0
1,4.0,3.0,0,19.05,10.0,0,4.0,251,9.0,1,14.29,4.0,0,4.0,7.0,1,0.35,1,19.05,5.0,1,1,0,0
1,5.0,3.0,1,20.0,1.0,1,6.0,236,5.0,0,5.0,6.0,0,5.0,1.0,1,-0.39,1,20.0,2.0,1,1,1,0
0,8.0,2.0,1,20.0,4.0,1,4.0,252,1.0,0,18.0,8.0,0,6.0,5.0,1,0.72,0,20.0,2.0,0,1,1,0
0,7.0,7.0,0,25.0,8.0,0,8.0,126,7.0,1,10.0,8.0,0,8.0,7.0,0,0.55,0,10.0,6.0,0,1,0,1
0,6.0,3.0,0,20.0,7.0,0,7.0,255,6.0,0,10.0,7.0,0,7.0,8.0,0,0.67,0,20.0,8.0,0,0,0,1
0,6.0,5.0,1,50.0,5.0,0,7.0,238,7.0,1,5.0,8.0,0,9.0,5.0,0,0.03,0,10.0,7.0,0,0,1,0
0,8.0,3.0,1,16.0,5.0,1,6.0,150,4.0,0,18.0,6.0,0,7.0,4.0,1,0.15,0,19.0,5.0,0,1,1,0
0,6.0,4.0,0,14.0,8.0,1,6.0,127,4.0,0,20.0,5.0,0,6.0,5.0,1,0.48,0,16.0,2.0,1,1,1,0
0,8.0,3.0,0,19.61,6.0,0,2.0,97,5.0,0,13.73,6.0,0,8.0,6.0,1,0.14,0,17.65,6.0,0,0,0,0
1,2.0,0.0,0,20.0,7.0,1,0.0,4,0.0,0,10.0,2.0,0,4.0,8.0,1,0.38,1,20.0,6.0,1,1,0,0
0,10.0,1.0,0,40.0,10.0,1,10.0,63,1.0,0,10.0,8.0,1,10.0,10.0,0,0.12,0,10.0,10.0,0,0,0,0
0,7.0,4.0,0,12.0,7.0,0,4.0,214,5.0,0,14.0,6.0,0,7.0,8.0,1,0.39,0,20.0,8.0,0,0,0,1
0,8.0,0.0,0,35.0,6.0,1,2.0,73,3.0,0,5.0,6.0,0,4.0,6.0,1,0.21,1,25.0,6.0,0,0,0,0
0,9.0,3.0,0,15.09,7.0,1,4.0,30,3.0,0,13.21,6.0,1,7.0,10.0,1,-0.36,0,16.98,7.0,0,0,0,0
0,7.0,7.0,0,17.78,10.0,0,5.0,30,6.0,0,13.33,7.0,1,8.0,9.0,1,0.37,0,17.78,6.0,0,1,0,1
1,4.0,2.0,1,20.0,2.0,0,2.0,57,5.0,0,10.0,4.0,0,6.0,5.0,1,0.74,0,30.0,2.0,1,1,1,0
0,7.0,3.0,1,20.0,4.0,0,6.0,121,7.0,1,20.0,7.0,0,6.0,7.0,1,0.43,0,20.0,2.0,0,1,0,0
0,8.0,3.0,1,15.38,5.0,0,6.0,46,6.0,0,17.31,8.0,0,10.0,6.0,0,0.32,0,19.23,5.0,0,1,0,0
0,8.0,2.0,0,30.0,9.0,0,1.0,191,6.0,0,5.0,7.0,0,6.0,7.0,1,0.13,0,20.0,7.0,0,0,0,0
0,9.0,1.0,1,20.0,2.0,1,6.0,152,4.0,0,10.0,7.0,0,7.0,3.0,1,0.04,0,20.0,3.0,0,1,1,0
0,9.0,3.0,1,35.0,4.0,0,8.0,180,6.0,0,5.0,7.0,0,9.0,6.0,0,0.38,0,20.0,6.0,0,0,0,0
1,4.0,3.0,0,15.38,9.0,0,5.0,160,8.0,1,13.46,7.0,0,6.0,7.0,1,0.01,0,19.23,6.0,0,0,0,1
0,7.0,7.0,0,14.0,8.0,1,7.0,108,4.0,0,18.0,5.0,0,7.0,8.0,0,0.18,0,18.0,6.0,1,1,0,0
0,9.0,2.0,0,15.0,6.0,0,7.0,20,7.0,1,20.0,8.0,0,7.0,5.0,0,-0.24,0,15.0,6.0,0,0,1,0
1,1.0,2.0,1,15.0,4.0,0,1.0,19,5.0,0,20.0,1.0,0,1.0,4.0,1,0.24,1,20.0,3.0,1,1,1,0
0,10.0,1.0,0,10.0,8.0,0,9.0,179,6.0,0,20.0,9.0,0,7.0,7.0,0,0.11,0,30.0,7.0,0,0,0,0
0,6.0,3.0,1,5.0,5.0,0,5.0,120,6.0,0,25.0,5.0,0,5.0,6.0,1,0.16,1,20.0,6.0,1,1,0,0
0,6.0,2.0,0,18.37,7.0,0,6.0,35,7.0,1,6.12,3.0,0,5.0,8.0,0,0.49,1,20.41,7.0,1,0,0,0
1,3.0,2.0,0,15.0,8.0,0,2.0,30,5.0,0,20.0,4.0,0,5.0,7.0,1,-0.62,1,30.0,6.0,1,1,0,0
1,6.400597907324364,1.0,1,30.0,3.0,1,4.0,211,3.0,0,10.0,9.0,0,8.0,5.0,1,0.25,0,10.0,2.0,0,1,1,0
1,5.0,3.0,0,30.0,8.0,0,5.0,76,6.0,0,0.0,5.0,0,2.0,6.0,1,0.24,1,40.0,7.0,1,0,0,0
1,6.400597907324364,2.0,1,31.58,4.0,1,6.0,55,2.0,0,10.53,7.0,0,9.0,4.0,1,0.16,0,15.79,3.0,0,1,1,0
0,9.0,4.0,0,15.0,8.0,1,7.0,49,4.0,0,20.0,6.0,0,6.0,8.0,0,0.49,0,20.0,8.0,0,0,0,0
0,9.0,4.0,1,20.0,4.0,0,6.0,214,6.0,0,20.0,8.0,0,6.0,2.0,0,0.17,0,10.0,2.0,0,1,1,0
1,4.0,10.0,0,20.0,7.0,0,4.0,68,8.0,1,10.0,3.0,1,7.0,9.0,1,0.53,0,21.0,9.0,1,0,0,0
1,4.0,2.0,0,30.0,9.0,0,6.0,138,5.0,0,4.0,6.0,0,6.0,7.0,0,0.73,0,30.0,4.0,0,1,0,1
0,9.0,0.0,0,20.0,6.0,1,5.0,178,3.0,0,10.0,7.0,0,8.0,8.0,1,0.2,0,25.0,7.0,0,0,0,0
1,3.0,3.0,0,25.0,6.0,0,2.0,187,5.0,0,15.0,4.0,0,3.0,7.0,1,0.34,1,15.0,2.0,1,1,0,0
1,3.0,3.0,0,14.0,7.0,0,9.0,184,6.0,0,18.0,4.0,0,2.0,7.0,0,0.07,1,18.0,6.0,1,1,0,0
1,4.0,4.0,0,60.0,7.0,1,6.0,230,2.0,0,0.0,5.0,0,4.0,7.0,1,0.6,1,0.0,6.0,1,1,0,0
1,5.0,3.0,0,15.0,7.0,1,7.0,109,4.0,0,15.0,5.0,0,5.0,7.0,0,0.23,1,15.0,7.0,1,0,0,0
1,5.0,9.0,1,22.0,3.0,1,6.0,157,4.0,0,10.0,5.0,0,6.0,6.0,0,0.7,0,30.0,2.0,1,1,0,0
0,7.0,5.0,0,15.0,6.0,0,7.0,191,5.0,0,10.0,7.0,0,8.0,6.0,0,0.34,0,25.0,4.0,0,1,0,0
0,9.0,1.0,0,17.78,7.0,0,7.0,98,5.0,0,13.33,9.0,0,9.0,7.0,0,0.3,0,17.78,8.0,0,0,0,0
0,8.0,9.0,0,14.0,8.0,0,8.0,118,8.0,1,20.0,8.0,0,8.0,8.0,0,0.36,0,17.0,8.0,0,0,0,1
1,4.0,4.0,0,15.0,9.0,1,4.0,127,3.0,0,15.0,6.0,1,5.0,9.0,1,0.03,1,25.0,2.0,0,1,0,1
0,6.0,1.5,0,20.0,9.0,0,1.0,119,8.0,1,15.0,5.0,0,3.0,7.0,1,0.37,1,20.0,6.0,1,0,0,0
1,1.0,3.0,1,30.0,5.0,1,1.0,126,1.0,0,10.0,1.0,0,1.0,5.0,1,-0.19,1,10.0,6.0,1,1,1,0
0,6.0,2.5,0,15.0,7.0,0,5.0,135,5.0,0,15.0,5.0,0,6.0,7.0,1,0.45,0,20.0,4.0,1,1,0,0
0,7.0,10.0,0,15.0,7.0,1,6.0,72,3.0,0,12.0,7.0,0,7.0,8.0,1,0.1,0,19.0,4.0,0,1,0,0
1,4.0,2.0,0,30.0,8.0,1,2.0,219,2.0,0,5.0,3.0,0,5.0,5.0,1,0.25,1,10.0,5.0,1,1,1,0
1,6.400597907324364,3.0,1,9.0,6.190411462160177,1,6.0,120,5.0,0,22.0,6.0,0,6.189995107632094,6.400598653030681,1,0.3,1,23.0,6.0,1,1,1,0
0,9.0,3.0,1,25.0,2.0,0,6.0,28,9.0,1,10.0,7.0,0,6.0,6.400598653030681,1,-0.3,0,10.0,6.0,0,1,1,0
1,5.0,7.0,0,15.91,6.0,1,4.0,30,4.0,0,11.36,5.0,0,5.0,6.0,1,0.55,1,20.45,3.0,1,1,0,0
0,6.0,4.0,1,30.0,5.0,0,8.0,214,5.0,0,15.0,7.0,0,7.0,6.0,0,0.51,0,30.0,3.0,0,1,0,0
0,8.0,3.0,0,20.0,7.0,0,2.0,21,8.0,1,15.0,5.0,0,8.0,5.0,1,-0.33,0,20.0,5.0,1,1,1,0
1,5.0,3.0,1,15.0,5.0,0,8.0,241,5.0,0,10.0,6.0,0,5.0,5.0,0,0.13,1,45.0,7.0,0,0,1,0
0,6.0,0.5,0,30.0,6.0,0,5.0,67,8.0,1,4.0,6.0,0,6.0,7.0,1,0.2,0,30.0,6.0,0,0,0,0
1,4.0,1.0,0,15.0,7.0,1,3.0,150,4.0,0,20.0,3.0,0,6.0,7.0,1,-0.36,0,30.0,5.0,1,1,0,0
0,8.0,3.0,1,15.0,3.0,0,7.0,109,9.0,1,10.0,7.0,0,4.0,4.0,0,0.29,1,15.0,2.0,0,1,1,0
1,5.0,2.0,0,10.0,8.0,0,1.0,30,10.0,1,30.0,1.0,0,2.0,6.0,1,-0.03,1,20.0,6.0,1,1,0,0
1,1.0,5.0,0,10.0,7.0,0,1.0,30,9.0,1,20.0,6.0,0,1.0,7.0,1,0.48,1,20.0,5.0,0,1,0,0
0,7.0,6.0,0,30.0,6.0,1,6.0,207,5.0,0,7.0,6.0,0,5.0,6.0,1,0.54,1,25.0,6.0,1,0,0,0
1,5.0,2.0,0,17.24,6.0,0,7.0,109,8.0,1,17.24,5.0,0,5.0,5.0,0,-0.14,1,17.24,5.0,1,1,1,0
0,7.0,2.0,0,20.0,6.0,0,9.0,72,6.0,0,30.0,7.0,0,7.0,7.0,0,0.03,0,10.0,5.0,0,1,0,0
